source,target,product_category,value_usd_annual,volume_share_pct,year_established,source_url,source_date
Nikon,UMC,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Nikon,SMIC,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Nikon,Hua Hong Semiconductor,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Nikon,Tower Semiconductor,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Nikon,Powerchip (PSMC),equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Nikon,Vanguard (VIS),equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Nikon,Nexchip,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Nikon,Infineon,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Nikon,STMicroelectronics,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Nikon,NXP,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Nikon,Texas Instruments,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Nikon,Analog Devices,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Nikon,Microchip,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Nikon,onsemi,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Nikon,Renesas,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Nikon,Rohm,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Nikon,Wolfspeed,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Canon,TSMC,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Canon,Samsung Foundry,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Canon,GlobalFoundries,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Canon,UMC,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Canon,SMIC,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Canon,Hua Hong Semiconductor,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Canon,Tower Semiconductor,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Canon,Powerchip (PSMC),equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Canon,Vanguard (VIS),equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Canon,Nexchip,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Canon,Infineon,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Canon,STMicroelectronics,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Canon,NXP,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Canon,Texas Instruments,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Canon,Analog Devices,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Canon,Microchip,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Canon,onsemi,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Canon,Renesas,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Canon,Rohm,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Canon,Wolfspeed,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Applied Materials,Analog Devices,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Applied Materials,GlobalFoundries,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Applied Materials,Hua Hong Semiconductor,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Applied Materials,Infineon,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Applied Materials,Intel,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Applied Materials,Kioxia,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Applied Materials,Microchip,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Applied Materials,Micron,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Applied Materials,NXP,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Applied Materials,Nanya Technology,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Applied Materials,Nexchip,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Applied Materials,Powerchip (PSMC),equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Applied Materials,Renesas,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Applied Materials,Rohm,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Applied Materials,SK Hynix,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Applied Materials,SMIC,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Applied Materials,STMicroelectronics,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Applied Materials,Samsung Foundry,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Applied Materials,Samsung Memory,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Applied Materials,TSMC,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Applied Materials,Texas Instruments,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Applied Materials,Tower Semiconductor,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Applied Materials,UMC,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Applied Materials,Vanguard (VIS),equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Applied Materials,Western Digital,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Applied Materials,Wolfspeed,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Applied Materials,onsemi,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Lam Research,Analog Devices,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Lam Research,GlobalFoundries,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Lam Research,Hua Hong Semiconductor,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Lam Research,Infineon,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Lam Research,Intel,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Lam Research,Kioxia,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Lam Research,Microchip,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Lam Research,Micron,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Lam Research,NXP,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Lam Research,Nanya Technology,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Lam Research,Nexchip,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Lam Research,Powerchip (PSMC),equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Lam Research,Renesas,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Lam Research,Rohm,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Lam Research,SK Hynix,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Lam Research,SMIC,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Lam Research,STMicroelectronics,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Lam Research,Samsung Foundry,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Lam Research,Samsung Memory,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Lam Research,TSMC,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Lam Research,Texas Instruments,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Lam Research,Tower Semiconductor,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Lam Research,UMC,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Lam Research,Vanguard (VIS),equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Lam Research,Western Digital,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Lam Research,Wolfspeed,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Lam Research,onsemi,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Tokyo Electron,Analog Devices,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Tokyo Electron,GlobalFoundries,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Tokyo Electron,Hua Hong Semiconductor,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Tokyo Electron,Infineon,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Tokyo Electron,Intel,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Tokyo Electron,Kioxia,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Tokyo Electron,Microchip,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Tokyo Electron,Micron,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Tokyo Electron,NXP,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Tokyo Electron,Nanya Technology,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Tokyo Electron,Nexchip,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Tokyo Electron,Powerchip (PSMC),equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Tokyo Electron,Renesas,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Tokyo Electron,Rohm,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Tokyo Electron,SK Hynix,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Tokyo Electron,SMIC,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Tokyo Electron,STMicroelectronics,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Tokyo Electron,Samsung Foundry,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Tokyo Electron,Samsung Memory,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Tokyo Electron,TSMC,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Tokyo Electron,Texas Instruments,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Tokyo Electron,Tower Semiconductor,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Tokyo Electron,UMC,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Tokyo Electron,Vanguard (VIS),equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Tokyo Electron,Western Digital,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Tokyo Electron,Wolfspeed,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Tokyo Electron,onsemi,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
KLA,Analog Devices,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
KLA,GlobalFoundries,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
KLA,Hua Hong Semiconductor,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
KLA,Infineon,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
KLA,Intel,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
KLA,Kioxia,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
KLA,Microchip,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
KLA,Micron,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
KLA,NXP,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
KLA,Nanya Technology,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
KLA,Nexchip,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
KLA,Powerchip (PSMC),equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
KLA,Renesas,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
KLA,Rohm,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
KLA,SK Hynix,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
KLA,SMIC,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
KLA,STMicroelectronics,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
KLA,Samsung Foundry,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
KLA,Samsung Memory,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
KLA,TSMC,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
KLA,Texas Instruments,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
KLA,Tower Semiconductor,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
KLA,UMC,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
KLA,Vanguard (VIS),equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
KLA,Western Digital,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
KLA,Wolfspeed,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
KLA,onsemi,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
ASM International,Analog Devices,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
ASM International,GlobalFoundries,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
ASM International,Hua Hong Semiconductor,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
ASM International,Infineon,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
ASM International,Intel,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
ASM International,Kioxia,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
ASM International,Microchip,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
ASM International,Micron,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
ASM International,NXP,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
ASM International,Nanya Technology,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
ASM International,Nexchip,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
ASM International,Powerchip (PSMC),equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
ASM International,Renesas,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
ASM International,Rohm,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
ASM International,SK Hynix,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
ASM International,SMIC,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
ASM International,STMicroelectronics,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
ASM International,Samsung Foundry,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
ASM International,Samsung Memory,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
ASM International,TSMC,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
ASM International,Texas Instruments,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
ASM International,Tower Semiconductor,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
ASM International,UMC,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
ASM International,Vanguard (VIS),equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
ASM International,Western Digital,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
ASM International,Wolfspeed,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
ASM International,onsemi,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Screen Holdings,Analog Devices,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Screen Holdings,GlobalFoundries,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Screen Holdings,Hua Hong Semiconductor,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Screen Holdings,Infineon,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Screen Holdings,Intel,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Screen Holdings,Kioxia,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Screen Holdings,Microchip,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Screen Holdings,Micron,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Screen Holdings,NXP,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Screen Holdings,Nanya Technology,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Screen Holdings,Nexchip,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Screen Holdings,Powerchip (PSMC),equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Screen Holdings,Renesas,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Screen Holdings,Rohm,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Screen Holdings,SK Hynix,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Screen Holdings,SMIC,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Screen Holdings,STMicroelectronics,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Screen Holdings,Samsung Foundry,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Screen Holdings,Samsung Memory,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Screen Holdings,TSMC,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Screen Holdings,Texas Instruments,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Screen Holdings,Tower Semiconductor,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Screen Holdings,UMC,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Screen Holdings,Vanguard (VIS),equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Screen Holdings,Western Digital,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Screen Holdings,Wolfspeed,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Screen Holdings,onsemi,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Hitachi High-Tech,Analog Devices,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Hitachi High-Tech,GlobalFoundries,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Hitachi High-Tech,Hua Hong Semiconductor,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Hitachi High-Tech,Infineon,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Hitachi High-Tech,Intel,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Hitachi High-Tech,Kioxia,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Hitachi High-Tech,Microchip,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Hitachi High-Tech,Micron,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Hitachi High-Tech,NXP,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Hitachi High-Tech,Nanya Technology,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Hitachi High-Tech,Nexchip,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Hitachi High-Tech,Powerchip (PSMC),equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Hitachi High-Tech,Renesas,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Hitachi High-Tech,Rohm,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Hitachi High-Tech,SK Hynix,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Hitachi High-Tech,SMIC,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Hitachi High-Tech,STMicroelectronics,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Hitachi High-Tech,Samsung Foundry,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Hitachi High-Tech,Samsung Memory,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Hitachi High-Tech,TSMC,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Hitachi High-Tech,Texas Instruments,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Hitachi High-Tech,Tower Semiconductor,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Hitachi High-Tech,UMC,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Hitachi High-Tech,Vanguard (VIS),equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Hitachi High-Tech,Western Digital,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Hitachi High-Tech,Wolfspeed,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Hitachi High-Tech,onsemi,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Onto Innovation,Analog Devices,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Onto Innovation,GlobalFoundries,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Onto Innovation,Hua Hong Semiconductor,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Onto Innovation,Infineon,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Onto Innovation,Intel,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Onto Innovation,Kioxia,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Onto Innovation,Microchip,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Onto Innovation,Micron,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Onto Innovation,NXP,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Onto Innovation,Nanya Technology,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Onto Innovation,Nexchip,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Onto Innovation,Powerchip (PSMC),equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Onto Innovation,Renesas,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Onto Innovation,Rohm,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Onto Innovation,SK Hynix,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Onto Innovation,SMIC,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Onto Innovation,STMicroelectronics,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Onto Innovation,Samsung Foundry,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Onto Innovation,Samsung Memory,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Onto Innovation,TSMC,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
