node,node_type,label,degree,pagerank,genres
user_130,user,user_130,28,9.515819453999461e-05,
user_131,user,user_131,69,0.00024827464342298,
user_132,user,user_132,347,0.0013232510250603868,
user_133,user,user_133,35,0.00011829026423273459,
user_134,user,user_134,35,0.00011823263554057903,
user_135,user,user_135,279,0.0010299125223856614,
user_136,user,user_136,111,0.00038508966727195316,
user_137,user,user_137,141,0.0005756054232915075,
user_138,user,user_138,22,0.00010620975299266118,
user_139,user,user_139,194,0.0007222387920524982,
user_140,user,user_140,608,0.0028155914004554493,
user_141,user,user_141,168,0.0005668639913728921,
user_142,user,user_142,38,0.0001349376055522231,
user_143,user,user_143,71,0.0003278062272329783,
user_144,user,user_144,128,0.0004273627607273986,
user_145,user,user_145,23,8.113877578039627e-05,
user_146,user,user_146,32,0.00013782616579209998,
user_147,user,user_147,20,7.872654140506546e-05,
user_148,user,user_148,48,0.00019432240718825366,
user_149,user,user_149,58,0.00021596653299382036,
user_150,user,user_150,26,9.636382550339169e-05,
user_151,user,user_151,59,0.00025456179024004386,
user_152,user,user_152,63,0.00024594021120492957,
user_153,user,user_153,179,0.0008048137601840907,
user_154,user,user_154,34,0.00014478659707474478,
user_155,user,user_155,46,0.00019221577753409218,
user_156,user,user_156,398,0.0017691765874717992,
user_157,user,user_157,21,8.841872560940506e-05,
user_158,user,user_158,26,0.00014096414425356297,
user_159,user,user_159,97,0.0003573016099624392,
user_160,user,user_160,437,0.0017278254203952966,
user_161,user,user_161,39,0.00016182973004534975,
user_162,user,user_162,38,0.00013653025624138864,
user_163,user,user_163,23,0.00010152753135276373,
user_164,user,user_164,36,0.00013977923883199935,
user_165,user,user_165,65,0.00026097273547483435,
user_166,user,user_166,190,0.0006530104670357372,
user_167,user,user_167,173,0.0006225247964677869,
user_168,user,user_168,94,0.00039502859491293083,
user_169,user,user_169,269,0.0010694183183177293,
user_170,user,user_170,50,0.00016441956417137394,
user_171,user,user_171,82,0.00030879865632156144,
user_172,user,user_172,26,0.00010258599567696063,
user_173,user,user_173,25,8.959390090387168e-05,
user_174,user,user_174,67,0.00021319064619966912,
user_175,user,user_175,24,0.00017866536822581404,
user_176,user,user_176,36,0.00012030217696003936,
user_177,user,user_177,904,0.003941135690447615,
user_178,user,user_178,77,0.00027693388486769294,
user_179,user,user_179,69,0.00023300724927604352,
user_180,user,user_180,24,9.413778645637016e-05,
user_181,user,user_181,118,0.00042717503108651326,
user_182,user,user_182,977,0.004649743005205878,
user_183,user,user_183,57,0.0002234211786402862,
user_184,user,user_184,134,0.001224025588544345,
user_185,user,user_185,47,0.00021007873972977073,
user_186,user,user_186,226,0.0009198773126821477,
user_187,user,user_187,258,0.001174180387688585,
user_188,user,user_188,48,0.0002178022868433223,
user_189,user,user_189,20,7.697245676360443e-05,
user_190,user,user_190,66,0.0002377121781940455,
user_191,user,user_191,85,0.000377427031999543,
user_192,user,user_192,22,7.839714494383606e-05,
user_193,user,user_193,35,0.00013849266874966143,
user_194,user,user_194,20,7.965620481180002e-05,
user_195,user,user_195,187,0.0007088548725970621,
user_196,user,user_196,32,0.00011788914363150759,
user_197,user,user_197,35,0.00013373662974619605,
user_198,user,user_198,230,0.0009122890967741999,
user_199,user,user_199,363,0.0014641699550921282,
user_200,user,user_200,334,0.0012292957941611258,
user_201,user,user_201,110,0.00037722957011202457,
user_202,user,user_202,403,0.00166311613721042,
user_203,user,user_203,45,0.00016270767971624428,
user_204,user,user_204,83,0.00038898328871479873,
user_205,user,user_205,27,0.00011437052879358932,
user_206,user,user_206,25,9.448566918561088e-05,
user_207,user,user_207,20,8.787467849236057e-05,
user_208,user,user_208,26,9.877556557654559e-05,
user_209,user,user_209,35,0.0001370105652948371,
user_210,user,user_210,138,0.0008550746871640329,
user_211,user,user_211,89,0.0003174211252889466,
user_212,user,user_212,248,0.0010620954765108205,
user_213,user,user_213,84,0.0003415323686059579,
user_214,user,user_214,22,0.00010140612982137183,
user_215,user,user_215,98,0.0003681231084768665,
user_216,user,user_216,164,0.0006567846506654445,
user_217,user,user_217,613,0.002709967663693558,
user_218,user,user_218,26,0.00010079589352640583,
user_219,user,user_219,528,0.001967569571016273,
user_220,user,user_220,207,0.0007507331469256033,
user_221,user,user_221,331,0.0014980654327863944,
user_222,user,user_222,250,0.0010802323633818767,
user_223,user,user_223,75,0.00027257545355182706,
user_224,user,user_224,54,0.00021884588607895097,
user_225,user,user_225,75,0.00029987267208164193,
user_226,user,user_226,507,0.0020143956578381,
user_227,user,user_227,94,0.0003562239438719348,
user_228,user,user_228,25,9.996640627662704e-05,
user_229,user,user_229,65,0.0002150312646715732,
user_230,user,user_230,139,0.0005053563514377252,
user_231,user,user_231,24,9.02304601557784e-05,
user_232,user,user_232,862,0.004260934256701792,
user_233,user,user_233,150,0.0006140163486010339,
user_234,user,user_234,202,0.0008093390296885279,
user_235,user,user_235,65,0.00020982098630312489,
user_236,user,user_236,30,0.00013094977085795703,
user_237,user,user_237,50,0.00018950262485058545,
user_238,user,user_238,44,0.0002535048174182954,
user_239,user,user_239,279,0.0009417057473826289,
user_240,user,user_240,128,0.00043002188403261593,
user_241,user,user_241,76,0.0003318118238362235,
user_242,user,user_242,35,0.00011644075021449921,
user_243,user,user_243,36,0.00012426094558991388,
user_244,user,user_244,93,0.0003491245423587336,
user_245,user,user_245,21,0.00011109234026351186,
user_246,user,user_246,204,0.0008668330937620436,
user_247,user,user_247,150,0.0005108480516701419,
user_248,user,user_248,51,0.00022736679890158885,
user_249,user,user_249,1046,0.004894556556134477,
user_250,user,user_250,27,0.0001242796124869605,
user_251,user,user_251,23,9.528448223712484e-05,
user_252,user,user_252,38,0.00016835572472060527,
user_253,user,user_253,47,0.0002668789281943295,
user_254,user,user_254,127,0.0004598956652874458,
user_255,user,user_255,44,0.00020131550081390603,
user_256,user,user_256,174,0.0007082308819382918,
user_257,user,user_257,20,7.86703881436238e-05,
user_258,user,user_258,25,9.879646987115733e-05,
user_259,user,user_259,29,0.0001096361662298967,
user_260,user,user_260,152,0.0006844079213956949,
user_261,user,user_261,53,0.00019503323247248427,
user_262,user,user_262,57,0.00022281964714538518,
user_263,user,user_263,210,0.000806361915111131,
user_264,user,user_264,56,0.00020232828555509012,
user_265,user,user_265,163,0.0006620331779972037,
user_266,user,user_266,180,0.000653912035149419,
user_267,user,user_267,57,0.0002080951645811482,
user_268,user,user_268,129,0.0005297756965761037,
user_269,user,user_269,29,0.0001148781370305923,
user_270,user,user_270,40,0.00014307107837023038,
user_271,user,user_271,43,0.00017832175726267388,
user_272,user,user_272,31,0.000123087175761224,
user_273,user,user_273,55,0.00018908323504203314,
user_274,user,user_274,1346,0.006253329080912365,
user_275,user,user_275,403,0.001905194430041266,
user_276,user,user_276,41,0.00014960964880124364,
user_277,user,user_277,28,0.00011669976860516067,
user_278,user,user_278,20,8.629000469551584e-05,
user_279,user,user_279,176,0.0006507241682493038,
user_280,user,user_280,196,0.0007918621772154806,
user_281,user,user_281,21,8.929621048292992e-05,
user_282,user,user_282,237,0.0008258423862996161,
user_283,user,user_283,35,0.00012992738628682553,
user_284,user,user_284,88,0.00029468650242372334,
user_285,user,user_285,36,0.00016327502887568632,
user_286,user,user_286,106,0.00036653333339168497,
user_287,user,user_287,152,0.0005831902831459138,
user_288,user,user_288,1055,0.00474448809828485,
user_289,user,user_289,24,0.00014099454165710556,
user_290,user,user_290,267,0.0011675810504231394,
user_291,user,user_291,31,0.00013505838734464,
user_292,user,user_292,446,0.0018637677429462782,
user_293,user,user_293,21,8.796450656831448e-05,
user_294,user,user_294,437,0.0018457814568963225,
user_295,user,user_295,41,0.0001540725187835338,
user_296,user,user_296,27,0.00014174726661048096,
user_297,user,user_297,72,0.0002648635784748939,
user_298,user,user_298,939,0.004340885835318966,
user_299,user,user_299,23,9.23779203661385e-05,
user_300,user,user_300,32,0.00012130784000631162,
user_301,user,user_301,114,0.00038972003663919133,
user_302,user,user_302,32,0.00011647724382722168,
user_303,user,user_303,53,0.00019266236046643076,
user_304,user,user_304,216,0.0007523993491040474,
user_305,user,user_305,677,0.0029931706441254893,
user_306,user,user_306,112,0.0006469645440132934,
user_307,user,user_307,975,0.004866297554733884,
user_308,user,user_308,115,0.00040297065147114325,
user_309,user,user_309,103,0.0005209250471005405,
user_310,user,user_310,64,0.00029306824056590347,
user_311,user,user_311,28,0.00013467225130508597,
user_312,user,user_312,223,0.0008650448043101473,
user_313,user,user_313,340,0.0013079105125339207,
user_314,user,user_314,128,0.0004548903058801403,
user_315,user,user_315,33,0.000163568082877819,
user_316,user,user_316,53,0.00019238846419647313,
user_317,user,user_317,189,0.0007367417526880911,
user_318,user,user_318,879,0.005919808556361484,
user_319,user,user_319,35,0.00013394598922669362,
user_320,user,user_320,20,0.00010559776838141359,
user_321,user,user_321,56,0.0001820875806508138,
user_322,user,user_322,107,0.00037825730012498574,
user_323,user,user_323,98,0.00034869094373003625,
user_324,user,user_324,21,0.00012408108123368485,
user_325,user,user_325,270,0.0012416767606255993,
user_326,user,user_326,152,0.0006845814331917625,
user_327,user,user_327,48,0.00018504216089095386,
user_328,user,user_328,255,0.0008798226375418352,
user_329,user,user_329,23,0.00012181579412943678,
user_330,user,user_330,247,0.0008173979922170826,
user_331,user,user_331,168,0.000610364142648647,
user_332,user,user_332,267,0.0010479736710543041,
user_333,user,user_333,25,0.00013800700393397868,
user_334,user,user_334,154,0.0005841607707036217,
user_335,user,user_335,28,0.00010263074920448641,
user_336,user,user_336,56,0.00019658444109283522,
user_337,user,user_337,77,0.00027458292186153605,
user_338,user,user_338,39,0.0002827710002717947,
user_339,user,user_339,371,0.001578692321069216,
user_340,user,user_340,28,9.53443078368375e-05,
user_341,user,user_341,52,0.00022766641440957947,
user_342,user,user_342,66,0.00030327169792885965,
user_343,user,user_343,59,0.0002261946088558942,
user_344,user,user_344,69,0.0002494343004895224,
user_345,user,user_345,62,0.00031968990415204773,
user_346,user,user_346,164,0.0008059032460990672,
user_347,user,user_347,45,0.00014602012817098282,
user_348,user,user_348,55,0.00020679645820157984,
user_349,user,user_349,37,0.0001262065251594333,
user_350,user,user_350,40,0.00014557549978504893,
user_351,user,user_351,141,0.0007589878476971714,
user_352,user,user_352,294,0.001116414312582743,
user_353,user,user_353,90,0.0003042812646112773,
user_354,user,user_354,226,0.0007599331836165058,
user_355,user,user_355,26,0.00011020797215721547,
user_356,user,user_356,289,0.0011455405507020315,
user_357,user,user_357,383,0.0015184137328599758,
user_358,user,user_358,41,0.00027465898248552533,
user_359,user,user_359,74,0.0002837985957180131,
user_360,user,user_360,25,0.00011955443244271063,
user_361,user,user_361,97,0.00035246749730189045,
user_362,user,user_362,109,0.00040627291853147587,
user_363,user,user_363,30,0.00013662965126143116,
user_364,user,user_364,21,8.017449605905495e-05,
user_365,user,user_365,277,0.0013145275265545892,
user_366,user,user_366,31,0.00011474375211907876,
user_367,user,user_367,185,0.0008352488979770879,
user_368,user,user_368,469,0.0019702957783880913,
user_369,user,user_369,129,0.0004947852998406112,
user_370,user,user_370,93,0.0003157525331949667,
user_371,user,user_371,41,0.00017910515728774502,
user_372,user,user_372,236,0.0009154858307547607,
user_373,user,user_373,100,0.0003262585089366997,
user_374,user,user_374,33,0.00011515589604398912,
user_375,user,user_375,33,0.00012495277880730094,
user_376,user,user_376,133,0.0004489893514253777,
user_377,user,user_377,131,0.0010024573485078211,
user_378,user,user_378,48,0.00017451240301770052,
user_379,user,user_379,36,0.00011863131882212286,
user_380,user,user_380,1218,0.005997483430584696,
user_381,user,user_381,474,0.0018033426448052592,
user_382,user,user_382,291,0.0015157360627623833,
user_383,user,user_383,34,0.0001644625584382588,
user_384,user,user_384,70,0.00031905783397763546,
user_385,user,user_385,201,0.0007383617119245147,
user_386,user,user_386,68,0.00022445818603894098,
user_387,user,user_387,1027,0.00559816041705066,
user_388,user,user_388,29,0.00017493096792998958,
user_389,user,user_389,34,0.00012304393061886857,
user_390,user,user_390,81,0.0003867735091478021,
user_391,user,user_391,386,0.0015728305495032208,
user_392,user,user_392,25,0.00010272638340604177,
user_393,user,user_393,123,0.00045653706575428317,
user_394,user,user_394,23,8.106984936886766e-05,
user_395,user,user_395,61,0.00021403638611630936,
user_396,user,user_396,28,0.00010612816438634553,
user_397,user,user_397,23,0.00011437742679419609,
user_398,user,user_398,46,0.00022743723752096347,
user_399,user,user_399,36,0.00012566151796179965,
user_400,user,user_400,43,0.00015243519086194067,
user_401,user,user_401,72,0.0003015762135663804,
user_402,user,user_402,48,0.0001677184880946588,
user_403,user,user_403,34,0.00015263705839717182,
user_404,user,user_404,60,0.0001951066112948877,
user_405,user,user_405,120,0.0005531586987080319,
user_406,user,user_406,20,8.897499189311131e-05,
user_407,user,user_407,22,8.448011544832805e-05,
user_408,user,user_408,141,0.0006072367459350986,
user_409,user,user_409,126,0.000509332939361961,
user_410,user,user_410,167,0.0007710832276990568,
user_411,user,user_411,127,0.00042972613261249364,
user_412,user,user_412,102,0.0004072519837413516,
user_413,user,user_413,56,0.00020109434884188677,
user_414,user,user_414,2698,0.014711115727088515,
user_415,user,user_415,94,0.00034010260264092035,
user_416,user,user_416,51,0.000203089015368967,
user_417,user,user_417,67,0.00024599474571147817,
user_418,user,user_418,93,0.000349753092544382,
user_419,user,user_419,155,0.0007249039277464015,
user_420,user,user_420,141,0.0005941403759148002,
user_421,user,user_421,37,0.00015652964192586287,
user_422,user,user_422,93,0.0004914051749049721,
user_423,user,user_423,23,8.608695580601866e-05,
user_424,user,user_424,138,0.0005391418760072377,
user_425,user,user_425,306,0.0010528254725980823,
user_426,user,user_426,88,0.0003175439171439257,
user_427,user,user_427,84,0.00037957552830476435,
user_428,user,user_428,300,0.0010893720942775238,
user_429,user,user_429,58,0.00022177382305439206,
user_430,user,user_430,58,0.00021350692345781464,
user_431,user,user_431,20,7.977785177709128e-05,
user_432,user,user_432,260,0.0011354035379834632,
user_433,user,user_433,22,8.588951804449194e-05,
user_434,user,user_434,233,0.000776439894517264,
user_435,user,user_435,42,0.0001506894588655464,
user_436,user,user_436,106,0.00039035868334932243,
user_437,user,user_437,122,0.00044151747417175025,
user_438,user,user_438,635,0.0026785134569380495,
user_439,user,user_439,21,8.493642513930466e-05,
user_440,user,user_440,33,0.0001453024452568865,
user_441,user,user_441,45,0.00017667042358027486,
user_442,user,user_442,20,8.668785486911776e-05,
user_443,user,user_443,37,0.00015078528147319844,
user_444,user,user_444,42,0.0001435349622197367,
user_445,user,user_445,77,0.000272574950143033,
user_446,user,user_446,84,0.0002672229929776489,
user_447,user,user_447,78,0.000256688515766818,
user_448,user,user_448,1864,0.012941951028196383,
user_449,user,user_449,38,0.0001390415040163716,
user_450,user,user_450,51,0.0002133381928713766,
user_451,user,user_451,34,0.0001224883188939526,
user_452,user,user_452,202,0.0007055804088026211,
user_453,user,user_453,311,0.0012068341863025792,
user_454,user,user_454,45,0.0002047951623755621,
user_455,user,user_455,57,0.0001830909691370119,
user_456,user,user_456,43,0.00018559753230607839,
user_457,user,user_457,50,0.00018044320721875837,
user_458,user,user_458,59,0.0001993180120581989,
user_459,user,user_459,26,0.00010240048265952366,
user_460,user,user_460,82,0.0003133832667330011,
user_461,user,user_461,27,9.902116139350393e-05,
user_462,user,user_462,455,0.002652049500339819,
user_463,user,user_463,33,0.00012487588012543625,
user_464,user,user_464,138,0.0005751446709590552,
user_465,user,user_465,115,0.0004415487423440143,
user_466,user,user_466,113,0.00040330538468144085,
user_467,user,user_467,22,0.0001138052411112472,
user_468,user,user_468,33,0.00011053382165943626,
user_469,user,user_469,465,0.001851631909073485,
user_470,user,user_470,80,0.00026100916760971125,
user_471,user,user_471,28,0.00010821363536692544,
user_472,user,user_472,29,0.00011538568223920076,
user_473,user,user_473,37,0.00015781133822216138,
user_474,user,user_474,2108,0.014380025491652324,
user_475,user,user_475,155,0.0005563790103969956,
user_476,user,user_476,69,0.00024048109903276418,
user_477,user,user_477,600,0.0024840717582633627,
user_478,user,user_478,22,8.891275238953901e-05,
user_479,user,user_479,181,0.0009333149141857171,
user_480,user,user_480,836,0.00337102588157376,
user_481,user,user_481,31,0.00014693111147925217,
user_482,user,user_482,128,0.000540758492196781,
user_483,user,user_483,728,0.0031552833328831937,
user_484,user,user_484,275,0.0011265715635637393,
user_485,user,user_485,23,8.040895729574736e-05,
user_486,user,user_486,56,0.00018534049605776652,
user_487,user,user_487,56,0.00020809657102668997,
user_488,user,user_488,111,0.0004334928674692338,
user_489,user,user_489,648,0.0026095554453507024,
user_490,user,user_490,113,0.00046838958513833453,
user_491,user,user_491,64,0.0002671207021272676,
user_492,user,user_492,121,0.0005135831447952437,
user_493,user,user_493,61,0.00025097169090303607,
user_494,user,user_494,22,8.456216690116172e-05,
user_495,user,user_495,265,0.0010139184954405934,
user_496,user,user_496,29,0.00013599233198732962,
user_497,user,user_497,51,0.0001960562517145294,
user_498,user,user_498,35,0.0001171484518150616,
user_499,user,user_499,27,0.00014211254282406902,
user_500,user,user_500,86,0.0003551052476737695,
user_501,user,user_501,45,0.0001742880516510037,
user_502,user,user_502,35,0.000149578028462077,
user_503,user,user_503,95,0.0004827709787666481,
user_504,user,user_504,87,0.0003610010902371655,
user_505,user,user_505,31,0.00013323210895344902,
user_506,user,user_506,42,0.000193435862653867,
user_507,user,user_507,21,7.515625282309678e-05,
user_508,user,user_508,24,0.0001027221758291667,
user_509,user,user_509,467,0.0022268385659592283,
user_510,user,user_510,108,0.0004117319511182498,
user_511,user,user_511,52,0.0002165366245764809,
user_512,user,user_512,50,0.00016078874234409337,
user_513,user,user_513,32,0.00012734877138466312,
user_514,user,user_514,397,0.0021735772441275874,
user_515,user,user_515,26,0.00010933745502611303,
user_516,user,user_516,26,0.0001218142243473355,
user_517,user,user_517,400,0.0018185008017150479,
user_518,user,user_518,24,9.640352934250897e-05,
user_519,user,user_519,26,0.00010609848617862184,
user_520,user,user_520,186,0.0007044216330677872,
user_521,user,user_521,40,0.0001543466605942215,
user_522,user,user_522,200,0.0007850768391357581,
user_523,user,user_523,75,0.00031086369594365316,
user_524,user,user_524,131,0.00044656393045839694,
user_525,user,user_525,500,0.0020694579197365563,
user_526,user,user_526,58,0.0002848619956785389,
user_527,user,user_527,167,0.0007261026193464831,
user_528,user,user_528,73,0.00029171898946888926,
user_529,user,user_529,25,9.471582295600852e-05,
user_530,user,user_530,27,9.325847511235187e-05,
user_531,user,user_531,22,0.00010088733306690908,
user_532,user,user_532,50,0.00019203183213838286,
user_533,user,user_533,38,0.00017548943631172595,
user_534,user,user_534,520,0.0024318541827133646,
user_535,user,user_535,30,0.0001523422570042063,
user_536,user,user_536,40,0.00014842928466559226,
user_537,user,user_537,47,0.00021350515321807856,
user_538,user,user_538,37,0.00016481828201449886,
user_539,user,user_539,38,0.00014721180832997165,
user_540,user,user_540,42,0.00016420380925131987,
user_541,user,user_541,87,0.0003030812213927151,
user_542,user,user_542,113,0.0003930321697907525,
user_543,user,user_543,76,0.000313119626696298,
user_544,user,user_544,22,0.0001240755307841683,
user_545,user,user_545,23,0.00010668184026956387,
user_546,user,user_546,64,0.0003748650038229061,
user_547,user,user_547,21,0.00010009831142739196,
user_548,user,user_548,26,0.00015675002597146382,
user_549,user,user_549,21,8.422334971507219e-05,
user_550,user,user_550,28,0.00013671421527693708,
user_551,user,user_551,123,0.00045545267200236545,
user_552,user,user_552,188,0.0006798864492985085,
user_553,user,user_553,83,0.0003924048154229993,
user_554,user,user_554,89,0.0003683713346506779,
user_555,user,user_555,578,0.0026815649378961145,
user_556,user,user_556,32,0.000147087515724678,
user_557,user,user_557,27,9.765308093478774e-05,
user_558,user,user_558,56,0.0002546939193108895,
user_559,user,user_559,140,0.0004707817267529749,
user_560,user,user_560,458,0.0020670848557407208,
user_561,user,user_561,505,0.0018681967648023093,
user_562,user,user_562,231,0.0009684516728316339,
user_563,user,user_563,213,0.0013347006345917382,
user_564,user,user_564,157,0.0007827586969016395,
user_565,user,user_565,29,9.963287075627688e-05,
user_566,user,user_566,74,0.00024101855946181492,
user_567,user,user_567,385,0.0025787764029415352,
user_568,user,user_568,23,0.00010422381765737737,
user_569,user,user_569,20,7.212395795920957e-05,
user_570,user,user_570,191,0.0006258564822257381,
user_571,user,user_571,112,0.0007272120215966843,
user_572,user,user_572,155,0.0005965428345702488,
user_573,user,user_573,299,0.0010584282435199118,
user_574,user,user_574,23,8.081633416541671e-05,
user_575,user,user_575,36,0.00021143028181633665,
user_576,user,user_576,20,8.720308192570159e-05,
user_577,user,user_577,161,0.0006142905570270453,
user_578,user,user_578,27,0.00021210443788626359,
user_579,user,user_579,73,0.00028825920048320775,
user_580,user,user_580,436,0.0018108936422934223,
user_581,user,user_581,40,0.00014358749170771006,
user_582,user,user_582,56,0.00020984275415706613,
user_583,user,user_583,56,0.00022500497099026598,
user_584,user,user_584,83,0.0002670252409404288,
user_585,user,user_585,61,0.00024028983443989216,
user_586,user,user_586,208,0.000859007976236181,
user_587,user,user_587,165,0.0006948629590102878,
user_588,user,user_588,56,0.00019243491376701088,
user_589,user,user_589,40,0.00014092928071553386,
user_590,user,user_590,728,0.002780429364478221,
user_591,user,user_591,54,0.00020526001045680827,
user_592,user,user_592,94,0.00031441460922029525,
user_593,user,user_593,103,0.0003557501500326178,
user_594,user,user_594,232,0.001325150392275709,
user_595,user,user_595,20,8.588774195375554e-05,
user_596,user,user_596,411,0.002049988526627956,
user_597,user,user_597,443,0.0017585480085706418,
user_598,user,user_598,21,0.0001422222946103995,
user_599,user,user_599,2478,0.016400692690923188,
user_600,user,user_600,763,0.0031716049968864876,
user_601,user,user_601,101,0.00039002347828976015,
user_602,user,user_602,135,0.000462420784332077,
user_603,user,user_603,943,0.005294638809053523,
user_604,user,user_604,100,0.00042169004690759473,
user_605,user,user_605,221,0.0010986633678772364,
user_606,user,user_606,1115,0.007245081997378365,
user_607,user,user_607,187,0.0007081673955979924,
